titulo_do_texto,texto,descritor,comando,resposta_item,ano,tipo,origem,resposta,opcoes
ABC,"Quando a gente aprende a ler, as letras, nos livros, são grandes. Nas cartilhas – pelo menos nas cartilhas do meu tempo – as letras eram enormes. Lá estava o A, como uma grande tenda. O B, com seu grande busto e sua barriga ainda maior. O C, sempre pronto a morder a letra seguinte com a sua grande boca. O D, com seu ar próspero de grão-senhor. Etc. Até o Z, que sempre me parecia estar olhando para trás. Talvez porque não se convencesse que era a última letra do alfabeto e quisesse certificar-se de que atrás não vinha mais nenhuma. As letras eram grandes, claro, para que decorássemos a sua forma. Mas não precisavam ser tão grandes. Que eu me lembre, minha visão na época era perfeita. Nunca mais foi tão boa. E no entanto os livros infantis eram impressos com letras graúdas e entrelinhas generosas. E as palavras eram curtas. Para não cansar a vista. À medida que a gente ia crescendo, as letras iam diminuindo. E as palavras, aumentando. Quando não se tem mais uma visão de criança é que se começa, por exemplo, a ler jornal, com seus tipos miúdos e linhas apertadas que requerem uma visão de criança. Na época em que começamos a prestar atenção em coisas como notas de pé de página, bulas de remédio e subcláusulas de contrato, já não temos mais metade da visão perfeita que tínhamos na infância [...]. Chegamos à idade de ler grossos volumes em corpo 1 6 quando só temos olhos para as letras gigantescas, coloridas e cercadas de muito branco, dos livros infantis. Quanto mais cansada a vista, mais exigem dela. Alguns recorrem à lente de aumento para seccionar as grandes palavras em manejáveis monossílabos infantis. [...] O E, que sempre parecia querer distância das outras. O R! Todas as letras tinham pé, mas o R era o único que chutava. O V, que aparecia em várias formas: refletido na água (o X), de muletas (o M), com o irmão siamês (o W). O Q, que era um O com a língua de fora. De tanto ler palavras, nunca mais reparamos nas letras. E de tanto ler frases, nunca mais notamos as palavras, com todo o seu mistério. Por exemplo: pode haver palavra mais estranha do que “esdrúxulo”? É uma palavra, sei lá. Esdrúxula. [...] As cartilhas, com sua alegre simplicidade, serviam para dissimular os terrores que a língua nos reservava. Como “esdrúxulo”. Para não falar em “autóctone”. Ou, meu Deus, em “seborreia”! Na verdade, acho que as crianças deviam aprender a ler nos livros do Hegel e em longos tratados de metafísica. Só elas têm a visão adequada à densidade do texto, o gosto pela abstração e tempo disponível para lidar com o infinito. E na velhice, com a sabedoria acumulada numa vida de leituras, com as letras ficando progressivamente maiores à medida que nossos olhos se cansavam, estaríamos então prontos para enfrentar o conceito básico de que vovô vê a uva, e viva o vovô. [...]","D22 - Reconhecer efeitos de humor e ironia.","Nesse texto, há um traço de ironia no trecho:",d,9° ano,SPACE,Avaliação paraná,"“... na velhice [...] com as letras ficando progressivamente maiores [...] estaríamos então prontos para enfrentar o conceito básico de que vovô vê a uva, e viva o vovô.”.","['“Quando a gente aprende a ler, as letras, nos livros, são grandes.”.', '“As letras eram grandes, claro, para que decorássemos a sua forma. Mas não precisavam ser tão grandes. [...] E as palavras eram curtas.”.', '“À medida que a gente ia crescendo, as letras iam diminuindo.”.', '“... na velhice [...] com as letras ficando progressivamente maiores [...] estaríamos então prontos para enfrentar o conceito básico de que vovô vê a uva, e viva o vovô.”.']"
Resenhas – O Pequeno Príncipe,"[...] Que livro fantástico! Ele atende todos os públicos, ensina lições para qualquer idade e sua linguagem fácil colabora para isso. Ser criança é ver a vida de forma mais colorida, é sonhar e ter esperança de que irá realizar. É ter as brincadeiras e a imaginação como as grandes atividades do dia. Bem se fala que devemos ter a pureza e o coração de uma criança, pois elas veem além do superficial. Por isso, deixar que a nossa criança interior viva é nos permitir olhar além do que vemos. Permita-se apreciar os prazeres da vida e a desfrutar dos momentos que vivencia, assim, você perceberá que o essencial é invisível aos olhos, porque o que é bom é visto pelo coração. Cativa as relações adquiridas ao longo da caminhada e não se esqueça: todo adulto já foi uma criança cheia de sonhos. Você já realizou os seus?",D21 - Reconhecer o efeito decorrente do emprego de recursos estilísticos e morfossintáticos.,"Nesse texto, na palavra “invisível”, o prefixo “in-” produz o sentido de",c,9° ano,SPACE,Avaliação paraná,"marcar negação.","['apontar intensidade.', 'indicar tamanho.', 'marcar negação.\r', 'sinalizar repetição.']"
Animais domésticos,"Olá, pessoal da CHC! Gostamos muito dos textos de divulgação científica. Gostaríamos que vocês publicassem uma reportagem sobre animais que vivem em sociedade. Alunos do 4º ano da E.M.E.F. Monsenhor João Telho. Ibapuã/SP. [...]",D21 - Reconhecer o efeito decorrente do emprego de recursos estilísticos e morfossintáticos.,"Nesse texto, no trecho “Gostaríamos que vocês publicassem...” o verbo ""Gostaríamos"" produz o sentido de",c,9° ano,SPACE,Avaliação paraná,indicar um desejo cuja ocorrência é incerta.,"['apontar uma ordem que precisa ser atendida.', 'exibir uma ação que ocorre no tempo presente.', 'indicar um desejo cuja ocorrência é incerta.', 'mostrar um fato que ocorrerá no tempo futuro.']"
Tieta do Agreste,"[...] AINDA DE LONGE, ANTES DE TRANSPOR A PORTA DOS CORREIOS, Elisa lê, na atitude de dona Carmosina, a comprovação do que já sabia com certeza: a carta não chegara. Faz­se mais pálida a face de Elisa, os pés de chumbo, a voz inarticulada, quase um gemido: – Nada? [...] dona Carmosina indica a correspondência do dia, escassa, espalhada no balcão: – Nada! Hoje não veio nenhuma carta registrada. [...] – Que demora, hein? Em todos esses anos, nunca atrasou tanto… – Mais de dez anos… – gemeu Elisa. – Onze anos e sete meses – corrigiu dona Carmosina, escrupulosa nos detalhes. – Inda me lembro da primeira carta, como se fosse hoje. Quando abri o saco, senti logo o cheiro, naquele tempo ela usava um perfume mais forte que o de agora, encheu a sala. Que carta será essa?, perguntei a mim mesma e li correndo o sobrescrito e o nome do remetente. Estava dirigida a seu pai ou a qualquer membro da família Esteves e quem enviava era Antonieta Esteves [...].",D21 - Reconhecer o efeito decorrente do emprego de recursos estilísticos e morfossintáticos.,"Nesse texto, no trecho: “... a voz inarticulada,...” o prefixo ""in""­ na palavra ""inarticulada"" produz o sentido de",d,9° ano,SPACE,Avaliação paraná,negação.,"['repetição.', 'quantidade.', 'superioridade.', 'negação.']"
Capítulo LIII,"Mr. Wickham ficou tão satisfeito com a conversação que nunca mais mencionou aquele assunto em presença de Elizabeth. Esta, por sua vez, ficou satisfeita de ter dito o suficiente para silenciá­lo. Breve chegou o dia da partida de Lydia. E Mrs. Bennet foi obrigada a se submeter à separação, que provavelmente duraria pelo menos um ano. – Oh, minha querida Lydia – exclamou ela –, quando nos tornaremos a ver? – Não sei. Daqui a dois ou três anos talvez. – Não deixe de me escrever sempre, meu bem. – Escreverei sempre que puder. [...] As despedidas de Mr. Wickham foram muito mais afetuosas do que as de sua mulher. Sorriu, fez pose, disse muitas coisas bonitas. [...] A perda da filha fez Mrs. Bennet ficar triste vários dias. – Muitas vezes penso – disse ela – que não há nada mais doloroso do que o fato de se separar dos amigos. A gente se sente tão abandonada… – A senhora deve compreender, mamãe, que isto é a consequência de casar uma filha – disse Elizabeth. – Deve ficar contente [...]",D21 - Reconhecer o efeito decorrente do emprego de recursos estilísticos e morfossintáticos.,"Nesse texto, no trecho: “– Escreverei sempre que puder.” a forma verbal utilizada produz o sentido de",c,9° ano,SPACE,Avaliação paraná,marcar uma ação que acontecerá no futuro.,"['apontar uma ação passada não terminada.', 'indicar uma ação concluída no passado.', 'marcar uma ação que acontecerá no futuro.', 'mostrar uma ação que ocorre no momento da fala.']"
ABC,"Quando a gente aprende a ler, as letras, nos livros, são grandes. Nas cartilhas – pelo menos nas cartilhas do meu tempo – as letras eram enormes. Lá estava o A, como uma grande tenda. O B, com seu grande busto e sua barriga ainda maior. O C, sempre pronto a morder a letra seguinte com a sua grande boca. O D, com seu ar próspero de grão-senhor. Etc. Até o Z, que sempre me parecia estar olhando para trás. Talvez porque não se convencesse que era a última letra do alfabeto e quisesse certificar-se de que atrás não vinha mais nenhuma. As letras eram grandes, claro, para que decorássemos a sua forma. Mas não precisavam ser tão grandes. Que eu me lembre, minha visão na época era perfeita. Nunca mais foi tão boa. E no entanto os livros infantis eram impressos com letras graúdas e entrelinhas generosas. E as palavras eram curtas. Para não cansar a vista. À medida que a gente ia crescendo, as letras iam diminuindo. E as palavras, aumentando. Quando não se tem mais uma visão de criança é que se começa, por exemplo, a ler jornal, com seus tipos miúdos e linhas apertadas que requerem uma visão de criança. Na época em que começamos a prestar atenção em coisas como notas de pé de página, bulas de remédio e subcláusulas de contrato, já não temos mais metade da visão perfeita que tínhamos na infância [...]. Chegamos à idade de ler grossos volumes em corpo 1 6 quando só temos olhos para as letras gigantescas, coloridas e cercadas de muito branco, dos livros infantis. Quanto mais cansada a vista, mais exigem dela. Alguns recorrem à lente de aumento para seccionar as grandes palavras em manejáveis monossílabos infantis. [...] O E, que sempre parecia querer distância das outras. O R! Todas as letras tinham pé, mas o R era o único que chutava. O V, que aparecia em várias formas: refletido na água (o X), de muletas (o M), com o irmão siamês (o W). O Q, que era um O com a língua de fora. De tanto ler palavras, nunca mais reparamos nas letras. E de tanto ler frases, nunca mais notamos as palavras, com todo o seu mistério. Por exemplo: pode haver palavra mais estranha do que “esdrúxulo”? É uma palavra, sei lá. Esdrúxula. [...] As cartilhas, com sua alegre simplicidade, serviam para dissimular os terrores que a língua nos reservava. Como “esdrúxulo”. Para não falar em “autóctone”. Ou, meu Deus, em “seborreia”! Na verdade, acho que as crianças deviam aprender a ler nos livros do Hegel e em longos tratados de metafísica. Só elas têm a visão adequada à densidade do texto, o gosto pela abstração e tempo disponível para lidar com o infinito. E na velhice, com a sabedoria acumulada numa vida de leituras, com as letras ficando progressivamente maiores à medida que nossos olhos se cansavam, estaríamos então prontos para enfrentar o conceito básico de que vovô vê a uva, e viva o vovô. [...]",D21 - Reconhecer o efeito decorrente do emprego de recursos estilísticos e morfossintáticos.,"Nesse texto, no trecho “Na época em que começamos a prestar atenção em coisas como [...] subcláusulas de contrato,...” o uso de “sub” na palavra ""subcláusulas""",d,9° ano,SPACE,Avaliação paraná,reforça o fato de a letra ser minúscula.,"['apresenta uma crítica às cartilhas infantis.', 'marca a área em que o narrador trabalha.', 'mostra a saudade do narrador da infância.', 'reforça o fato de a letra ser minúscula.']"
ABC,"Quando a gente aprende a ler, as letras, nos livros, são grandes. Nas cartilhas – pelo menos nas cartilhas do meu tempo – as letras eram enormes. Lá estava o A, como uma grande tenda. O B, com seu grande busto e sua barriga ainda maior. O C, sempre pronto a morder a letra seguinte com a sua grande boca. O D, com seu ar próspero de grão-senhor. Etc. Até o Z, que sempre me parecia estar olhando para trás. Talvez porque não se convencesse que era a última letra do alfabeto e quisesse certificar-se de que atrás não vinha mais nenhuma. As letras eram grandes, claro, para que decorássemos a sua forma. Mas não precisavam ser tão grandes. Que eu me lembre, minha visão na época era perfeita. Nunca mais foi tão boa. E no entanto os livros infantis eram impressos com letras graúdas e entrelinhas generosas. E as palavras eram curtas. Para não cansar a vista. À medida que a gente ia crescendo, as letras iam diminuindo. E as palavras, aumentando. Quando não se tem mais uma visão de criança é que se começa, por exemplo, a ler jornal, com seus tipos miúdos e linhas apertadas que requerem uma visão de criança. Na época em que começamos a prestar atenção em coisas como notas de pé de página, bulas de remédio e subcláusulas de contrato, já não temos mais metade da visão perfeita que tínhamos na infância [...]. Chegamos à idade de ler grossos volumes em corpo 1 6 quando só temos olhos para as letras gigantescas, coloridas e cercadas de muito branco, dos livros infantis. Quanto mais cansada a vista, mais exigem dela. Alguns recorrem à lente de aumento para seccionar as grandes palavras em manejáveis monossílabos infantis. [...] O E, que sempre parecia querer distância das outras. O R! Todas as letras tinham pé, mas o R era o único que chutava. O V, que aparecia em várias formas: refletido na água (o X), de muletas (o M), com o irmão siamês (o W). O Q, que era um O com a língua de fora. De tanto ler palavras, nunca mais reparamos nas letras. E de tanto ler frases, nunca mais notamos as palavras, com todo o seu mistério. Por exemplo: pode haver palavra mais estranha do que “esdrúxulo”? É uma palavra, sei lá. Esdrúxula. [...] As cartilhas, com sua alegre simplicidade, serviam para dissimular os terrores que a língua nos reservava. Como “esdrúxulo”. Para não falar em “autóctone”. Ou, meu Deus, em “seborreia”! Na verdade, acho que as crianças deviam aprender a ler nos livros do Hegel e em longos tratados de metafísica. Só elas têm a visão adequada à densidade do texto, o gosto pela abstração e tempo disponível para lidar com o infinito. E na velhice, com a sabedoria acumulada numa vida de leituras, com as letras ficando progressivamente maiores à medida que nossos olhos se cansavam, estaríamos então prontos para enfrentar o conceito básico de que vovô vê a uva, e viva o vovô. [...]","D20 - Identificar o efeito de sentido decorrente do uso da pontuação e de outras notações.
",No trecho “Nas cartilhas – pelo menos nas cartilhas do meu tempo – as letras eram enormes.” os travessões têm a função de,d,9° ano,SPACE,Avaliação paraná,marcar um comentário.,"['apresentar uma definição', 'destacar uma crítica.', 'iniciar um diálogo.', 'marcar um comentário.']"
Problemas do Leite de Soja,"O leite de soja é uma das mais usadas opções alternativas ao leite de vaca, principalmente por causa da intolerância à lactose, sendo colocado pela mídia e alguns profissionais de saúde como uma bebida saudável. Mas o que médicos atualizados e estudos têm a dizer sobre isso? Uma das principais razões para evitar produtos de soja é porque a grande maioria da soja cultivada é geneticamente modificada (OGM). A variedade transgênica plantada em 90% no Brasil é de soja Roundup – projetada para sobreviver sendo envenenada com quantidades letais do herbicida Roundup da Monsanto. O glifosato, principal agente ativo do Roundup, é um dos produtos químicos mais tóxicos utilizados na agricultura hoje. O leite de soja também contém o aditivo carragenina, uma substância que pode causar inflamação gastrointestinal e úlceras. [...] A soja inibe também a absorção de minerais. [...] A qualidade dos ingredientes do leite de soja também é um problema, muitos possuem açúcares, xarope de milho, amido, corantes e aromatizantes, que são substâncias que não fazem bem à saúde.","D20 - Identificar o efeito de sentido decorrente do uso da pontuação e de outras notações.
","Nesse texto, no trecho “Mas o que médicos atualizados e estudos têm a dizer sobre isso?” o uso do ponto de interrogação produz o sentido de",d,9° ano,SPACE,Avaliação paraná,"indicar uma dúvida.","['apontar espanto.', 'demonstrar euforia.', 'enfatizar um alerta.', 'indicar uma dúvida.\r']"
Animais domésticos,"Olá, pessoal da CHC! Gostamos muito dos textos de divulgação científica. Gostaríamos que vocês publicassem uma reportagem sobre animais que vivem em sociedade. Alunos do 4º ano da E.M.E.F. Monsenhor João Telho. Ibapuã/SP. [...]","D20 - Identificar o efeito de sentido decorrente do uso da pontuação e de outras notações.
","Nesse texto, o ponto de exclamação produz o sentido de",c,9° ano,SPACE,Avaliação paraná,marcar entusiasmo.,"['demonstrar irritação', 'indicar deboche.', 'marcar entusiasmo.', 'reforçar surpresa. \r']"
A vizinha antipática que sabia matemática ,"[...] Parecia uma sexta-feira como outra qualquer quando um caminhão de mudança parou em frente ao número 134 da minha rua, o sobrado geminado com o que eu moro. O pessoal da mudança descarregou uns móveis pesadões, uma escrivaninha irada, cheia de gavetinhas, parecida com a do meu avô. Do meu jardim, fiquei de olho em tudo. Quando o pessoal terminou de descarregar os móveis da casa, começou a tirar do caminhão umas caixas, milhares de caixas... Talvez centenas... Bem, umas dez caixas eu garanto que tinha. Aí apareceu uma senhora com cara de avó. Mas não vi nenhum neto. Uma mulher nem alta nem baixa e com os cabelos nem curtos nem compridos. Ela pagou aos homens da mudança e, quando ia entrando em casa, me viu. Não sei por que, mas me deu um frio na barriga, igual ao que tinha antes das aulas de matemática. A mulher me olhou, de baixo pra cima e de cima pra baixo, [...] entrou na casa e fechou a porta. [...] Ela podia ter dito alguma coisa do tipo: “Oi, você mora aí?”. Ou: “Oi, eu sou sua nova vizinha”. Mas nada. Fez que nem me viu [...]. Vizinha antipática! [...].","D20 - Identificar o efeito de sentido decorrente do uso da pontuação e de outras notações.
","Nesse texto, no trecho “‘Oi, você mora aí? ’” o ponto de interrogação foi utilizado para",b,9° ano,SPACE,Avaliação paraná,indicar uma dúvida.,"['demonstrar insegurança.', 'indicar uma dúvida.', 'mostrar compreensão.', 'realizar um convite.']"
"O real e a ficção em ‘Radioactive’, a biografia de Marie Curie [...]","Marie Curie (1867-1934) é a mais conhecida e renomada cientista feminina na história. Nascida Maria Sklodowska, na Polônia, ela se mudou para Paris na década de 1890 para estudar e [...] se tornou a primeira mulher a fazer doutorado na França. Foi por meio de sua tese que passou a se debruçar sobre o fenômeno da radiação [...]. Na necessidade de um laboratório, trabalhou ao lado de Pierre Curie [...]. Os esforços do casal resultaram em um Prêmio Nobel em Física, 1903 [...]. Uma das produções mais vistas [...] na última semana, Radioactive conta a vida de Marie Curie com base na biografia em graphic novel1  homônima de Lauren Redniss. Embora retrate com precisão boa parte do trabalho feito pela cientista polonesa, o longa romantiza alguns detalhes para adaptar a história ao cinema. [...] Os Curie não sabiam dos perigos da radioatividade Para a agonia de muitos espectadores – hoje felizmente cientes dos perigos da exposição à radioatividade –, Marie mantém um pequeno jarro luminoso com o elemento químico Rádio junto de si como um amuleto e, não raro, dorme junto dele. Isso realmente aconteceu na vida real [...]. Ao contrário do que mostra o filme, no entanto, Marie nunca reconheceu os perigos da radiação e, mesmo hoje, os estudos laboratoriais e pertences pessoais do casal ainda são tão radioativos que não podem ser manuseados sem a proteção adequada. [...] *Vocabulário: 1 graphic novel: romance no formato de história em quadrinhos","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","No trecho ""hoje felizmente cientes dos perigos..."", o termo “felizmente” foi utilizado para",d,9° ano,SPACE,Avaliação paraná,mostrar a satisfação do autor com o fato de os riscos da radioatividade serem conhecidos atualmente.,"['apontar que o autor ficou surpreso com o fato de Marie Curie ter se tornado a primeira mulher a fazer doutorado.', 'demonstrar o contentamento do autor com o lançamento da série sobre Marie Curie', 'indicar que o autor concorda com o prêmio Nobel conquistado pelo casal de cientistas.', 'mostrar a satisfação do autor com o fato de os riscos da radioatividade serem conhecidos atualmente.']"
Game Super Mario Bros. de 1986 é leiloado por preço recorde nos EUA,"Uma cópia fechada de 1986 do game Super Mario Bros. para o console NES, da Nintendo, foi leiloada por US$ 660 mil (R$ 3,7 milhões), no dia 2 de abril, nos Estados Unidos, de acordo com a casa de leilões Heritage Auctions, em Dallas. A casa de leilões disse para o jornal New York Times que o jogo foi comprado em 1986 como presente de Natal, mas ficou esquecido intacto em uma gaveta por 35 anos. Ele foi produzido no final de 1986 durante um breve período quando os jogos eram lacrados com filme plástico, em vez de selo adesivo. “Ele ficou no fundo da minha mesa de escritório esse tempo todo, desde o dia em que o comprei”, disse o vendedor, que pediu para não ser identificado. [...] Em comunicado, a casa de leilões Heritage Auctions informou que o preço foi um recorde para um videogame. Outra cópia do mesmo jogo havia sido vendida em julho do ano passado por US$ 114 mil (R$ 638 mil). Valarie McLeckie, que supervisiona as vendas de videogames na Heritage Auction, disse que encontrar outra cópia desta mesma produção em condições semelhantes seria o mesmo que procurar uma única gota d’água em um oceano. [...]","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","Nesse texto, a expressão “...uma única gota d’água em um oceano” produz o sentido de",c,9° ano,SPACE,Avaliação paraná,indicar que o número de cópias produzidas na época do lançamento do jogo foi alto,"['apontar que a procura por jogos aumenta na época do fim do ano.', 'demonstrar que o jogo foi vendido por um preço acima do seu valor de custo.', 'indicar que o número de cópias produzidas na época do lançamento do jogo foi alto', 'reforçar a ideia de que encontrar uma cópia fechada do jogo é algo difícil de acontecer.']"
Quanto custa a falta d’água?,"A água é um recurso natural muito valioso, não só para economia mundial como também para toda a sociedade civil. Cuidar da água está intimamente ligado à sustentabilidade, já que não há futuro sustentável se tivermos desabastecimento. A presença ou a falta dela tem impactos sociais, ambientais e econômicos imensuráveis, por isso a necessidade urgente de medidas de preservação. Vivemos em um país em que 35 milhões de pessoas não possuem acesso à água potável e outros 100 milhões (quase metade da população) não têm o seu esgoto tratado. Isso tem um impacto gigantesco na qualidade de nossos rios e reservatórios e na oferta de água limpa, o que causa mais custos no tratamento e disponibilização para a população. [...] Por meio da redução do desperdício, o fim do descarte incorreto e uso racional, podemos criar uma nova era pautada pela sustentabilidade, que vai nos ajudar a garantir o futuro equilibrado de todas as nossas atividades. Afinal, não podemos nem sequer imaginar o quanto custaria a todos nós não ter mais acesso à água. Portanto, a afirmação “água é vida” resume bem o tom de conscientização que todos nós devemos ter.","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","Nesse texto, no trecho ""...conscientização que todos nós devemos ter."" o termo “devemos” produz o sentido de",b,9° ano,SPACE,Avaliação paraná,convencer o leitor de que preservar a água depende da conscientização de todos.,"['apontar que a falta de esgoto tratado ocasiona impactos econômicos na sociedade.', 'convencer o leitor de que preservar a água depende da conscientização de todos.', 'enumerar as atitudes que precisam ser tomadas para evitar o desperdício de água.', 'indicar que a falta de acesso ao tratamento de esgoto atinge números altos.']"
Estatuto da Criança e do Adolescent,"Art. 83. Nenhuma criança poderá viajar para fora da comarca onde reside, desacompanhada dos pais ou responsável, sem expressa autorização judicial. § 1º A autorização não será exigida quando: a)tratar-se de comarca contígua à da residência da criança, se na mesma unidade da Federação, ou incluída na mesma região metropolitana; b) a criança estiver acompanhada: 1) de ascendente ou colateral maior, até o terceiro grau, comprovado documentalmente o parentesco; 2) de pessoa maior, expressamente autorizada pelo pai, mãe ou responsável. § 2º A autoridade judiciária poderá, a pedido dos pais ou responsável, conceder autorização válida por dois anos. Art. 84. Quando se tratar de viagem ao exterior, a autorização é dispensável, se a criança ou adolescente:  I - estiver acompanhado de ambos os pais ou responsável; II - viajar na companhia de um dos pais, autorizado expressamente pelo outro através de documento com firma reconhecida. Art. 85. Sem prévia e expressa autorização judicial, nenhuma criança ou adolescente nascido em território nacional poderá sair do País em companhia de estrangeiro residente ou domiciliado no exterior","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","Nesse texto, o trecho “Nenhuma criança poderá viajar...” a expressão ""Nenhuma criança poderá"" produz o sentido de",b,9° ano,SPACE,Avaliação paraná,demonstrar proibição.,"['apontar responsabilidade.\r', 'demonstrar proibição.', 'expressar afetividade.', 'mostrar possibilidade.']"
Cidadezinha cheia de graça,"Cidadezinha cheia de graça… Tão pequenina que até causa dó! Com seus burricos a pastar na praça… Sua igrejinha de uma torre só. Nuvens que venham, nuvens e asas, Não param nunca, nem um segundo… E fica a torre sobre as velhas casas, Fica cismando como é vasto o mundo!… Eu que de longe venho perdido, Sem pouso fixo (que triste sina!) Ah, quem me dera ter lá nascido! Lá toda a vida poder morar! Cidadezinha… Tão pequenina Que toda cabe num só olhar…","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","No verso “Que toda cabe num só olhar…” a expressão ""cabe num só olhar"" foi usada para",d,9° ano,SPACE,Avaliação paraná,reforçar que a cidade é pequena.,"['demonstrar que a cidade é alegre.', 'destacar a beleza da cidade.', 'expressar admiração pela cidade.', 'reforçar que a cidade é pequena.']"
Viagem a Brobdingnag,"[...] Os primeiros 20 dias de viagem não foram muito calmos, pois os ventos fortes dificultavam as operações de bordo e a manutenção da rota. Na madrugada do 21º dia, o Aventura foi atingido por uma violenta tempestade que, embora tenha durado horas, foi suficiente para fazer com que perdêssemos nossa localização no mapa. O dia seguinte amanheceu claro e bonito. Logo avistamos, ao sul, alguns rochedos, que poderiam pertencer a uma ilha ou mesmo a um continente. Como já se esgotava nossa água potável, o comandante ordenou a 12 homens que tomassem um bote e procurassem fontes ou rios; talvez até achassem alguém que nos informasse sobre nossa localização. [...] Foi um pouco custoso alcançar a praia, por causa dos recifes enormes e pontiagudos. Quando, finalmente, chegamos, resolvemos nos separar. Eu, com minha experiência, iria por um lado e os outros homens pelo outro, até nos encontrarmos no ponto de partida [...]. Andei bastante tempo sem encontrar vestígio de água. Decidi voltar para ver se os marinheiros tinham tido melhor sorte. Quase próximo ao lugar combinado, olhei para o mar e vi meus companheiros no bote, afastando-se rapidamente da praia em direção ao navio. Eles haviam me esquecido em terra! Comecei a chamá-los: – Esperem! Estou aqui! Porém, meu último grito ficou preso na garganta e meu olhar fixo na figura de um homem de mais ou menos 20 metros de altura, que ia no encalço do bote e do Aventura [...]. Dei meia-volta e saí em disparada pelo mesmo caminho que acabara de percorrer. [...]","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","No trecho “Quando, finalmente, chegamos, resolvemos nos separar.” a palavra ""finalmente"" foi usada para",d,9° ano,SPACE,Avaliação paraná,sugerir demora.,"['apresentar uma deboche.', 'indicar desespero.', 'marcar uma característica.', 'sugerir demora.']"
Muros: ambientes de aprendizagem,"Muros que falam! Os grafites chamam atenção nas paredes e muros da cidade. Por detrás de cada traço, há uma história a ser contada, tem uma estética. [...] Muito do que nós somos, independentemente de fatores genéticos, é resultado do contato que temos com o meio em que vivemos [...]. O ambiente agradável também é um fator importante para o reforço da autoestima do estudante, do professor e da comunidade escolar. [...] Nesse contexto, passamos a recuperar a estética dos muros das unidades educativas, tornando o visual mais agradável. Precisamos de ambientes que possuam sinergia própria, condição para o bom funcionamento da educação. [...] É o mix das relações estudante-professor, bem como de todos com os tipos de aprendizagem propostos e tudo aquilo que se aproveita da funcionalidade espacial para criar um ambiente propício para a troca de conhecimento. [...] A grafitagem abrirá um diálogo com a comunidade, em que o conhecimento ultrapassará os limites do paredão frio [...]. Os muros serão painéis para a recepção, emissão e difusão de vários registros pictóricos que impactarão na comunidade.","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","Nesse texto, no trecho “...ultrapassará os limites do paredão frio...” a expressão ""paredão frio"" destacada produz o sentido de",c,9° ano,SPACE,Avaliação paraná,indicar que a parede não possui arte.,"['apontar as rachaduras presentes na parede.', 'demostrar o desejo de ver o outro lado do muro.', 'indicar que a parede não possui arte.', 'marcar que os muros não têm altura adequada.']"
Agricultor belga muda sem querer a fronteira com a França,"Um fazendeiro na Bélgica causou comoção nacional depois de “redefinir”, por acidente, a fronteira do país com a França. Uma pessoa, com conhecimento sobre história e as fronteiras dos dois países, estava passeando na floresta entre Bélgica e França quando percebeu que a pedra que marcava a fronteira havia sido deslocada em 2,29 metros. O fazendeiro belga, aparentemente incomodado com a pedra no caminho de seu trator, moveu-a para dentro do território francês. Mas em vez de causar um alvoroço internacional, o incidente foi recebido com sorrisos e piadas em ambos os lados da fronteira. “Ele aumentou o tamanho da Bélgica e diminuiu o da França, não é uma boa ideia”, disse David Lavaux, prefeito da vila belga de Erquelinnes, ao canal de TV francês TF1. [...] A fronteira entre a França e o que agora é a Bélgica se estende por 620 km. Ela foi formalmente estabelecida no Tratado de Kortrijk, assinado em 1820 [...]. A pedra data de 1819, quando a fronteira foi demarcada pela primeira vez. “Fiquei feliz, minha cidade ficou maior”, acrescentou o prefeito belga, rindo. “Mas o prefeito de Bousignies-sur-Roc não gostou.” [...] BBC NEWS BRASIL. Agricultor belga mu","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","Nesse texto, no trecho ""...Bélgica e França quando percebeu que a pedra..."", o termo “quando” foi utilizado para",d,9° ano,SPACE,Avaliação paraná,sugerir tempo.,"['apontar causa.', 'indicar comparação.', 'mostrar proporção.', 'sugerir tempo.']"
