titulo_do_texto,texto,descritor,comando,resposta_item,ano,tipo,origem,resposta,opcoes
O emprego novo,"A mãe do rapaz reclama com ele: “Você não deveria começar hoje no emprego novo? O que ainda está fazendo na cama?” E o rapaz: “É que o patrão disse que eu poderia começar por onde eu quisesse. Então, resolvi começar pelas férias.”",D22 - Reconhecer efeitos de humor e ironia.,"O que torna esse texto engraçado é
",a,6° ano,SPAECE,Avaliação paraná,a decisão do rapaz de começar pelas férias. ,"['a decisão do rapaz de começar pelas férias. ', 'a reclamação da mãe do rapaz.\r', 'o patrão deixar o rapaz escolher por onde começar.\r', 'o rapaz ainda estar na cama no primeiro dia de trabalho.']"
"Lêdo, o livrinho que queria ser lido","“Ninguém me vê...”, murmurava Lêdo, o livrinho esquecido na prateleira. [...] “Será que estou muito escondido?”, dizia Lêdo, ajeitando-se mais na ponta da prateleira. “Hummm, aqui está melhor. Agora sim, com certeza, vão me ver”. Mas ninguém o viu. [...] [...] Ele vê alunos e alunas passando por perto. “Olha, está vindo um menino, outro, agora uma menina e... passaram. Nem me viram.” [...] “A minha historinha é tão legal. Tantas crianças já riram e se emocionaram comi- go. Por que agora estão me ignorando?” Sem saber o que fazer, Lêdo foi procurar o doutor Livraldo, o grande médico dos livros. – Doutor Livraldo! Doutor Livraldo! gritava Lêdo, na biblioteca. – Quem me chama [...]? Apareceu [...] o doutor Livraldo. – Sou eu, doutor, o Lêdo. Estou muito preocupado. – Ora, e com o quê? Você é um livro tão jovem. – Acho que as crianças não gostam mais de mim. Elas passam nas prateleiras e não me leem. Estou muito triste com isso. Desse jeito vou virar enfeite ou ser esquecido. – Me deixe examiná-lo, – falava o doutor. [...] [...] as suas folhas estão um pouco apagadas de tanto serem usadas pelas crianças. Elas gostavam tanto de você que o marcavam, escreviam em você, e as letrinhas foram se apagando. Me deixa restaurar suas páginas. Assim, Doutor Livraldo mexe aqui e acolá, pinta, reescreve e remenda e... “Ah, agora sim, você está novo de novo.” – Legal, doutor Livraldo, estou novinho em folha! Daí, Lêdo voltou a sua estante muito contente e radiante. Quando a criançada viu aquele livro como novo fosse, passou a pegá-lo na estante, a lê-lo e a contar as suas histórias. Afinal, Lêdo tinha muito o que dizer. [...]","D20 - Identificar o efeito de sentido decorrente do uso da pontuação e de outras notações.
","Nesse texto, no trecho “‘Ninguém me vê...’”  as aspas foram utilizadas para",d,6° ano,SPAECE,Avaliação paraná,mostrar a fala de um personagem. ,"['citar uma obra.', 'dar um exemplo.', 'explicar o significado de uma palavra.', 'mostrar a fala de um personagem. ']"
Cães inteligentes,"Olá, pessoal da CHC! Nós, do 2o ano, lemos o artigo Esperto para cachorro na apostila da minha escola e resolvemos escrever porque gostamos muito. Adoramos saber que os cachorros podem entender as pessoas. Isso é muito legal! Alunos do 2o ano [...]. Campinas/SP. [...] Bom saber que vocês gostaram do texto. Visitem a CHC digital e fiquem por dentro de outras curiosidades sobre bichos e muito mais!","D20 - Identificar o efeito de sentido decorrente do uso da pontuação e de outras notações.
","Nesse texto, no trecho “... fiquem por dentro de outras curiosidades sobre bichos e muito mais!”, o ponto de exclamação produz o sentido de",d,6° ano,SPAECE,Avaliação paraná,mostrar entusiasmo.,"['demonstrar espanto.', 'evidenciar admiração.', 'indicar deboche. \r', 'mostrar entusiasmo.']"
Cubo mágico: filme sobre o brinquedo está sendo desenvolvido!,"[...] um filme sobre o cubo mágico, um dos brinquedos mais famosos do mundo, está sendo desenvolvido [...]. Detalhes da produção não foram divulgados e estão sendo mantidos em segredo! O filme [...] ainda não tem previsão de estreia. Vamos aguardar! Para quem não sabe, o cubo mágico foi criado em 1974 pelo arquiteto e escultor húngaro Erno Rubik e até hoje já foram vendidos mais de 450 milhões de cubos mágicos ao redor do mundo. EITA! [...]","D20 - Identificar o efeito de sentido decorrente do uso da pontuação e de outras notações.
","Nesse texto, na expressão “EITA!” o ponto de exclamação produz o sentido de",c,6° ano,SPAECE,Avaliação paraná,"mostrar admiração.","['demonstrar saudade.', 'indicar deboche.', 'mostrar admiração.\r', 'revelar irritação.\r']"
Blog da Galera: Minha aventura para ver o show do Paul McCartney,"Isabella Vieira, da Galera CAPRICHO, foi atrás do beatle, que está no Brasil, em outra cidade!   Por Isabella Otto 16 out 2017, 19h27 Tu curte Rock, bebê?*(risos) E aí, galera!? Aqui quem fala é a Bella Vieira e vim contar como foi minha experiência de conferir o show do Paul McCartney que rolou na última sexta-feira, 13, no Beira-Rio, em Porto Alegre. Apesar do tempo fechado e da garoa chata, o estádio lotou! O Beatle, mesmo setentão (Paul tem 75 anos), interagiu, rebolou e falou muito português com os fãs. A apresentação foi simplesmente extraordinária, alegre e emocionante! Na minha opinião, o mais legal foi ver várias gerações cantando e se emocionando juntas. Foi a prova de que música não tem mesmo prazo de validade…   Apesar de ficar duas horas na fila [...] e de ter viajado só para conferir a apresentação (moro em Passo Fundo, no Rio Grande do Sul), o músico não deixou nada a desejar e mostrou para todos que ainda tem disposição de sobra com suas quase três horas de show!  Se você quiser ir atrás de um artista em outra cidade, veja se conhece algum amigo de confiança que possa te dar um suporte.   E aí, já viajou atrás do seu ídolo? Como foi a experiência?   Beijos,   @vieiraisabellaa","D20 - Identificar o efeito de sentido decorrente do uso da pontuação e de outras notações.
","Nesse texto, no trecho “E aí, já viajou atrás do seu ídolo?” o ponto de interrogação produz um sentido de",c,6° ano,SPAECE,Avaliação paraná,mostrar surpresa.,"['indicar uma preocupação do autor.', 'marcar uma interação com o leitor.\r', 'mostrar surpresa.', 'sugerir deboche']"
"Quem roubou a alegria do palhaço?
","No circo Arrelia, os palhaços viviam levando alegria para todas as crianças. […] o mais engraçado era o palhaço Pirulito. […] Certo dia, Pirulito apareceu com a carinha muito triste. - Porque você está triste, meu amigo? - Você não vai acreditar, mas eu perdi a alegria e não consigo encontrá-la em nenhum lugar. Talita, a menina que andava sobre uma bola, ouvindo a conversa, disse a Pirulito: - Não se preocupe, eu vou ajudá-lo. E lá se foram os dois à procura da alegria perdida. Vendo o trapezista, eles perguntaram: - Você viu onde foi a alegria do palhaço Pirulito? - Não, eu não vi. Pergunta ao homem que anda na corda-bamba, talvez ele saiba. […] Ele […] disse que não havia visto a alegria do palhaço […]. Mas […] deu uma sugestão: - Por que vocês não procuram o mágico Xaulim? Ele é um sujeito misterioso, talvez tenha escondido a alegria do palhaço dentro de sua cartola. Talita e Pirulito foram à procura do alojamento do mágico Xaulim. […] Quando o mágico estava num sono profundo, eles […] pegaram a cartola e saíram correndo. […] E lá dentro bem escondida, eles viram a alegria do palhaço Pirulito […]. Mais que depressa, Talita colocou a cartola na cabeça do palhaço Pirulito. Que transformação!... Voltou a alegria do palhaço! […]","D20 - Identificar o efeito de sentido decorrente do uso da pontuação e de outras notações.
","Nesse texto, no trecho “Que transformação!”, o ponto de exclamação produz o sentido de",d,6° ano,SPAECE,Avaliação paraná,reforçar admiração.,"['apontar susto.', 'indicar dúvida.', 'mostrar irritação.', 'reforçar admiração.']"
Um dia no campo,"A boneca Limãozinho foi visitar sua amiga, a boneca Fazendinha, que morava no campo. – Que maravilha de lugar, Fazendinha. Aqui há muitas frutas gostosas, como maçã, pera, uva, banana, jabuticaba, laranja... – disse Limãozinho. – Isso mesmo, amiga! Eu adoro este lugar, o ar puro, a companhia dos animais, a comida fresquinha... não troco isto aqui por nada – elogiou Fazendinha. Limãozinho gostou tanto da vida no campo que se mudou para lá e foi ajudar Fazendinha a cuidar dos bichos e do imenso pomar repleto de frutas que havia naquele lugar mágico e encantador. Agora, além das maravilhas da natureza, o campo contava com a presença das duas lindas bonecas.","D20 - Identificar o efeito de sentido decorrente do uso da pontuação e de outras notações.
","Nesse texto, no trecho: “– Isso mesmo, amiga!” o ponto de exclamação produz o sentido de",d,6° ano,SPAECE,Avaliação paraná,empolgação.,"['medo.', 'irritação.', 'deboche.', 'empolgação.']"
Hora do banho,"Depois de um dia inteirinho você merece um descanso, né? Tome um banho bem gostoso... mas poupe água! Fique somente o necessário debaixo do chuveiro. Assim que terminar de tirar o sabão feche a torneira: 5 minutos de banho gastam cerca de 30 litros de água!","D20 - Identificar o efeito de sentido decorrente do uso da pontuação e de outras notações.
","Na frase “Tome um banho bem gostoso... mas poupe água!”, o ponto de exclamação é usado para",c,6° ano,SPAECE,Avaliação paraná,"fazer um alerta.","['mostrar indignação', 'demonstrar surpresa. ', 'fazer um alerta.\r', 'indicar uma pergunta.\r']"
"Orquestra Criança Cidadã Meninos do Ipojuca ensaia para primeira apresentação
Concerto vai acontecer no dia 23 de dezembro em frente à sede do Projeto","Dois meses depois da inauguração do núcleo Orquestra Criança Cidadã Meninos do Ipojuca, as 100 crianças do Projeto estão empenhadas ensaiando para sua primeira apresentação que vai acontecer no dia 23 de dezembro para os moradores do Distrito de Camela e convidados. O evento vai acontecer em frente à sede do projeto, [...] centro de Camela. O projeto da Orquestra em Camela é fruto de uma parceria entre a Associação Beneficente Criança Cidadã (ABCC), ONG gestora da Orquestra, e a Prefeitura do Ipojuca [...]. Os alunos, que têm entre 8 e 16 anos, têm aula de segunda a sexta e ensaio com todos os alunos juntos aos sábado. “A dedicação dos jovens é geral. Não existe falta [...]. O grupo é bastante comprometido e eles mostram que estão gostando do que fazem.”, comemorou o músico e coordenador pedagógico do Projeto, Márcio Pereira.","D20 - Identificar o efeito de sentido decorrente do uso da pontuação e de outras notações.
","Nesse texto, no trecho  “A dedicação dos jovens é geral. Não existe falta [...]. O grupo é bastante comprometido e eles mostram que estão gostando do que fazem.”, as aspas foram usadas para",c,6° ano,SPAECE,Avaliação paraná,marcar a fala de uma pessoa.,"['apresentar uma gíria popular.', 'indicar um trecho de outro texto. ', 'marcar a fala de uma pessoa.', 'mostrar o título de uma música.']"
Gari “pé-de-valsa” faz sucesso ao som de marcantes em Belém,"Cada um sente a música de um jeito diferente. [...] Música é vida e é bem-vinda em qualquer ocasião. Foi seguindo essa ideia que uma cena bastante inusitada ganhou as redes sociais nas últimas horas desta sexta-feira (8). Um gari, verdadeiro “pé-de-valsa”, chamou atenção pelo gingado e habilidade demonstrados ao som do clássico “Você me perdeu”, de Billy & Fábio. Quem passava pela avenida [...] inevitavelmente ficava encantado pela forma como o jovem conduzia sua parceira de dança na pequena calçada. “Chamou uma de nossas alunas para dar um show. E ela, como sempre, não perde a oportunidade de uma boa dança”, explica o autor do vídeo. Em outro momento do registro, é possível ver o dançarino, até então, desconhecido, com o seu aparelho de som pendurado nos ombros, escolhendo uma boa música para se apresentar","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","Nesse texto, a expressão “dar um show” produz o sentido de",b,6° ano,SPAECE,Avaliação paraná,mencionar que o gari fez uma exibição de dança que chamou atenção.,"['indicar que o gari fez um escândalo na avenida em que trabalha.', 'mencionar que o gari fez uma exibição de dança que chamou atenção.', 'mostrar que o gari e uma amiga se desentenderam na avenida.', 'revelar que o gari chamou a amiga para ir a uma festa.']"
Zoológico traz arara azul da Espanha para formar casal com o paulista Teobaldo,"Guadalupe [...] deixou as Ilhas Canárias, na Espanha, prometida para o paulista Teo- baldo [...]. Ele é sociável, enquanto ela é desconfiada. Ele foi criado por uma equipe e ela, pelos pais biológicos. Para o casamento arranjado, ela deixou a família na sua terra natal e desembarcou no Brasil em outubro [...]. [...] ela agora está conhecendo melhor o pretendente [...]. Agora, resta saber se essa fase vai evoluir para uma história de amor. O possível romance é protagonizado por um casal de araras azuis que vive no Zoológico de São Paulo e tem como objetivo aumentar a espécie que integra a lista de animais em perigo de extinção [...].","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","Nesse texto, a expressão “terra natal” produz o sentido de",c,6° ano,SPAECE,Avaliação paraná,informar o local de nascimento.,"['expressar a alegria de estar no zoológico.', 'indicar a comemoração de uma festa.', 'informar o local de nascimento.', 'mencionar a saudade do ninho.']"
Pássaro viraliza ao imitar perfeitamente choro de bebê humano [...],"Alguns pássaros têm a habilidade de vocalizar o que escutam, sejam barulhos ambientes ou até mesmo falas humanas. E um pássaro em especial, que vive em um zoológico da Austrália, conseguiu imitar o choro de um bebê de uma forma bastante fiel à realidade. O animal em questão é um pássaro­lira, nativo da Austrália, de sete anos de idade. O pássaro começou a aprender a imitar bebês há cerca de um ano, de acordo com uma das supervisoras do zoológico. Ela acredita que a habilidade foi desenvolvida ao ouvir bebês de visitantes, aperfeiçoando o “choro” ao longo do último ano [...]. Além de imitar o choro de bebê, pássaros­lira também já conseguiram imitar sons de furadeira e alarme de incêndio [...].","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","No título desse texto, o termo “viraliza” produz o sentido de",b,6° ano,SPAECE,Avaliação paraná,demonstrar que a imitação feita pelo pássaro foi rapidamente divulgada entre as pessoas.,"['apontar a habilidade de imitação do pássaro como um diferencial do zoológico australiano.', 'demonstrar que a imitação feita pelo pássaro foi rapidamente divulgada entre as pessoas.', 'indicar que o pássaro estava precisando de cuidados.\n', 'reproduzir o barulho que o pássaro fazia no zoológico.']"
Um dia no campo,"A boneca Limãozinho foi visitar sua amiga, a boneca Fazendinha, que morava no campo. – Que maravilha de lugar, Fazendinha. Aqui há muitas frutas gostosas, como maçã, pera, uva, banana, jabuticaba, laranja... – disse Limãozinho. – Isso mesmo, amiga! Eu adoro este lugar, o ar puro, a companhia dos animais, a comida fresquinha... não troco isto aqui por nada – elogiou Fazendinha. Limãozinho gostou tanto da vida no campo que se mudou para lá e foi ajudar Fazendinha a cuidar dos bichos e do imenso pomar repleto de frutas que havia naquele lugar mágico e encantador. Agora, além das maravilhas da natureza, o campo contava com a presença das duas lindas bonecas.","D19 - Reconhecer o efeito de sentido decorrente da escolha de palavras, frases ou expressões.","Nesse texto, no trecho: “...a companhia dos animais, a comida fresquinha..."" a expressão ""comida fresquinha"" produz o sentido de",c,6° ano,SPAECE,Avaliação paraná,"preparada na hora.","['preparada industrialmente.', 'minimamente aquecida.\r', 'preparada na hora.\r', 'ligeiramente fria.']"
O pardal que queria ser águia,"“Minhocas! Eca! Isso é comida para bebês!”, Tuco, o pequeno pardal, nunca deixa de irritar seus amigos. Um dia, ele vai visitar sua mãe e diz: “Eu, mais tarde, vou me tornar uma águia dourada!”, “Mas, querido, mais tarde você vai continuar sendo o que já é: um pequeno pardal” – explica-lhe a mãe. “Não, eu vou ser uma ave de rapina poderosa! Você vai ver! Além do mais, hoje à noite no jantar, vou comer um carneiro que eu mesmo vou pegar.” Ele voa sobre o campo próximo e começa a pairar sobre um rebanho de ovelhas. Vê uma bem gorda e crava suas unhas nas costas dela. “Quem está aí nas minhas costas?” – pergunta a ovelha. “Sou eu, o Tuco! Você está presa! Eu capturei você!” – disse com sua voz baixinha. “Quem é você? Eu não consigo nem vê-lo” – perguntou a ovelha, se divertindo. “Você é minha prisioneira agora!” – diz Tuco. Mas, de repente, ele escorrega e cai entre as pernas da ovelha. Ela inclina-se até ele: “Oh, oh! Vejam só, uma águia dourada!” E ela pega o pequeno pardal entre os dentes e o carrega de volta para sua mãe, dizendo: “Estou trazendo de volta a sua terrível águia.”. Ele nem consegue olhar para a mãe. Essa foi a primeira e única aventura de Tuco, a águia dourada!","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.","No trecho “‘Você é minha prisioneira agora!’” a palavra ""agora"" indica ideia de",d,6° ano,SPAECE,Avaliação paraná,tempo.,"['causa.', 'lugar.', 'modo.', 'tempo.']"
-,"As festas juninas são celebradas ao longo do mês de junho. Sua origem foram as festas pagãs, com fogueiras e queimas de fogos [...]. Elas começaram nos campos e plantações originando os trajes típicos de caipiras e sinhazinhas, com casamento de roça, discurso do padrinho, as capelinhas decoradas, etc. Com o passar do tempo, as festividades foram tomando um cunho religioso. Pela tradição, a festa junina consiste em celebrar os bons resultados da colheita [...]. As festas juninas estão enraizadas de arte popular com suas influências próprias das regiões, cheias de pureza, ingenuidade, poesia e inspiração. [...]","D17 - Reconhecer o sentido das relações lógico-discursivas marcadas por conjunções, advérbios etc.",O trecho desse texto que apresenta uma ideia de tempo é:,a,6° ano,SPAECE,Avaliação paraná,“As festas juninas são celebradas ao longo do mês de junho.”. ,"['“As festas juninas são celebradas ao longo do mês de junho.”. ', '“... foram as festas pagãs, com fogueiras e queimas de fogos”.', ' “Elas começaram nos campos e plantações originando os trajes típicos...”. ', '“... as festividades foram tomando um cunho religioso.”.']"
-,"Beto Oi! Meu nome é Beto e vivo na Zoolândia, um lugar animal! Às vezes sou um pouco distraído, mas meus amigos Gisa, Hugo, Joca e Madá estão sempre por perto para me ajudar. Com eles, sempre vivo aventuras e entro em algumas confusões. Outro dia, quase derrubei uma prateleira da seção de cristais de uma loja de departamentos! Se não fosse o Hugo, nem sei o que teria acontecido! Mas, se existe algo em que presto muita atenção, é no sentimento dos outros. Não gosto de magoar quem quer que seja.","D14 - Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para sua continuidade.","Nesse texto, no trecho “... estão sempre por perto para me ajudar.”, a palavra ""me"" refere-se",c,6° ano,SPAECE,Avaliação paraná,ao Beto.,"['à Gisa.', 'à Madá.', 'ao Beto.', 'ao Hugo.']"
